17020	17065	46	1.0322
17066	17152	87	-1.03628
17153	17241	89	1.00078
17242	17328	87	-1.09253
17329	17416	88	1.00548
17417	17506	90	-1.02759
17507	17594	88	0.990764
17595	17684	90	-1.14726
17685	17737	53	0.978726
17738	18928	1191	0.0222307
18929	18976	48	-0.864111
18977	18982	6	1.43053
18983	19119	137	-0.0382379
19120	19122	3	1.09458
19123	19596	474	0.0302576
19597	19653	57	0.857016
19654	19751	98	-1.09621
19752	19850	99	1.01176
19851	19950	100	-1.02187
19951	20050	100	0.949762
20051	20143	93	-1.08361
20144	20545	402	0.0272857
20546	20557	12	-1.23032
20558	20644	87	0.914424
20645	21056	412	0.00842946
21057	21058	2	-1.34512
21059	21930	872	0.0139642
21931	21944	14	1.11527
21945	22055	111	-0.982462
22056	22167	112	0.955805
22168	22279	112	-0.906068
22280	22393	114	0.966956
22394	22507	114	-1.00797
22508	22621	114	0.94577
22622	22737	116	-1.09361
22738	22853	116	0.94999
22854	22970	117	-1.00251
22971	23088	118	0.990402
23089	23207	119	-1.02838
23208	23233	26	1.08391
23234	24516	1283	0.0112619
24517	24572	56	0.97099
24573	24702	130	-0.957122
24703	24834	132	0.979903
24835	24887	53	-1.03811
24888	25418	531	0.00826098
25419	25504	86	-1.06707
25505	25902	398	0.0400769
25903	25928	26	0.893704
25929	26071	143	-1.06156
26072	26215	144	1.0634
26216	26361	146	-1.01504
26362	26509	148	1.014
26510	26658	149	-0.988168
26659	26732	74	0.915582
26733	27910	1178	0.0167245
27911	27916	6	-1.15588
27917	28057	141	0.960181
28058	28458	401	-0.0076854
28459	28598	140	-1.04506
28599	28775	177	0.998729
28776	28954	179	-1.05718
28955	29137	183	1.00505
29138	29322	185	-0.994345
29323	29394	72	0.826245
29395	30689	1295	0.0115457
30690	30726	37	1.04065
30727	30769	43	-1.06017
30770	31170	401	-0.00684
31171	31274	104	-1.02847
31275	32341	1067	0.0115023
32342	32384	43	-1.01537
32385	32651	267	0.978237
32652	32697	46	-1.18363
32698	33098	401	-0.0143346
33099	33217	119	0.96357
33218	33343	126	-1.01866
33344	33820	477	-0.00644132
33821	33832	12	0.674553
33833	35510	1678	0.00381532
35511	35757	247	-0.975255
35758	36258	501	1.02978
36259	36303	45	-0.938394
36304	37258	955	0.000441826
37259	37550	292	0.96296
37551	37671	121	-1.03026
37672	38083	412	0.03686
38084	38392	309	-1.00705
38393	38962	570	0.0089796
38963	39088	126	0.985427
39089	39630	542	0.0182154
39631	39632	2	1.37333
39633	39934	302	-0.0119874
39935	40001	67	0.969553
40002	40438	437	-0.011581
40439	40631	193	0.964439
40632	41030	399	0.0260162
41031	41414	384	0.972696
41415	41487	73	-0.946519
41488	42132	645	-0.0105336
42133	42149	17	-0.965171
42150	42552	403	-0.000157949
42553	42625	73	1.02957
42626	43026	401	0.0307959
43027	43129	103	0.991962
43130	43526	397	-0.0106261
43527	43741	215	-0.991709
43742	44413	672	0.0187231
44414	44690	277	-0.992057
44691	44893	203	1.03591
44894	45294	401	-0.0163848
45295	45477	183	-0.973436
45478	45830	353	0.974363
45831	46137	307	-1.05371
46138	47993	1856	0.0150221
47994	48124	131	0.974961
48125	48227	103	-1.06334
48228	48489	262	0.0137339
48490	48492	3	1.08964
48493	48627	135	-0.00859839
48628	48787	160	-1.07969
48788	49189	402	-0.0338877
49190	49273	84	-1.0647
49274	49366	93	1.01982
49367	50638	1272	0.00607402
50639	50678	40	0.951143
50679	50862	184	-0.961864
50863	51045	183	0.912929
51046	51224	179	-1.07237
51225	51401	177	0.915585
51402	51544	143	-0.994776
51545	53167	1623	0.0188825
53168	53190	23	-0.904037
53191	53307	117	0.8873
53308	53935	628	-0.0243422
53936	54071	136	-0.990251
54072	54212	141	1.0123
54213	54330	118	-1.08629
54331	54958	628	0.0129947
54959	55033	75	0.985034
55034	55165	132	-0.97859
55166	55297	132	1.00293
55298	55427	130	-1.01264
55428	55556	129	0.983492
55557	55684	128	-1.06977
55685	55811	127	0.996492
55812	55847	36	-0.838017
55848	56488	641	0.0334596
56489	56552	64	1.08755
56553	56673	121	-1.00765
56674	56792	119	0.989412
56793	56894	102	-1.078
56895	57606	712	-0.0401857
57607	57697	91	1.02157
57698	58029	332	0.000957866
58030	58032	3	1.11207
58033	58195	163	-0.0155995
58196	58275	80	-1.13944
58276	58384	109	0.957321
58385	58419	35	-0.84868
58420	58826	407	0.0113982
58827	58920	94	-1.01856
58921	59026	106	0.89397
59027	59429	403	-0.0113112
59430	59442	13	1.26986
59443	59525	83	-1.02162
59526	59927	402	-0.00266729
59928	59949	22	-1.08302
59950	60049	100	1.01369
60050	60149	100	-1.00261
60150	60248	99	0.995832
60249	60345	97	-1.00014
60346	60445	100	0.898649
60446	60542	97	-0.936241
60543	60639	97	0.923498
60640	60736	97	-1.03344
60737	60832	96	0.987115
60833	60928	96	-1.03626
60929	61023	95	0.914138
61024	61118	95	-1.06343
61119	61213	95	0.967621
61214	61307	94	-0.957134
61308	61400	93	0.981698
61401	61494	94	-0.917918
61495	61587	93	1.00191
61588	61679	92	-1.05052
61680	61771	92	0.983584
61772	61863	92	-0.949831
61864	61956	93	1.0019
61957	62045	89	-1.00572
62046	62135	90	1.07286
62136	62226	91	-0.955981
62227	62315	89	0.941285
62316	62323	8	-1.005
62324	62723	400	-0.0119644
62724	62759	36	-1.08031
62760	62847	88	1.05884
62848	62934	87	-1.01609
62935	63021	87	0.897477
63022	63108	87	-0.94567
63109	63194	86	1.05759
63195	63215	21	-1.11014
63216	63217	2	0.291364
63218	63280	63	-1.03893
63281	63366	86	1.05888
63367	63452	86	-1.03018
63453	63537	85	0.961547
63538	63622	85	-1.05701
63623	63694	72	1.00789
63695	64234	540	0.0176489
64235	64236	2	1.38314
64237	64420	184	0.0600032
64421	64423	3	1.12439
64424	64839	416	0.0196149
64840	64859	20	1.01834
64860	64925	66	-0.993669
64926	65326	401	-0.0012119
65327	65337	11	0.955205
65338	65404	67	-0.986799
65405	65852	448	-0.00108254
65853	65884	32	-0.96918
65885	65948	64	0.999963
65949	66425	477	0.0092562
66426	66495	70	-0.993993
66496	66504	9	0.970485
66505	66911	407	-0.00221345
66912	66944	33	-1.14816
66945	67018	74	0.960734
67019	67092	74	-0.930044
67093	67166	74	1.06022
67167	67239	73	-1.03387
67240	67313	74	0.932676
67314	67386	73	-1.03524
67387	67459	73	1.08064
67460	67531	72	-1.11055
67532	67544	13	0.951887
67545	67944	400	0.0350301
67945	67964	20	-1.09758
67965	68035	71	1.03947
68036	68106	71	-1.09201
68107	68178	72	0.992702
68179	68248	70	-0.956788
68249	68319	71	1.02404
68320	68390	71	-1.0763
68391	68439	49	0.931759
68440	69155	716	0.0360752
69156	69223	68	-1.00502
69224	69290	67	1.0484
69291	69359	69	-1.04246
69360	69427	68	0.939452
69428	69495	68	-1.06759
69496	69563	68	1.02173
69564	69631	68	-0.990486
69632	69698	67	0.911706
69699	69765	67	-0.988876
69766	69831	66	1.03249
69832	69899	68	-0.893836
69900	69966	67	1.0321
69967	70033	67	-1.02256
70034	70075	42	0.917496
70076	71674	1599	-0.00187793
71675	71717	43	-1.04581
71718	71780	63	0.952614
71781	71843	63	-1.00766
71844	71906	63	0.97353
71907	71968	62	-0.914224
71969	72031	63	1.03664
72032	72093	62	-0.940312
72094	72155	62	0.973564
72156	72218	63	-0.994106
72219	72280	62	0.85427
72281	72297	17	-0.929896
72298	72905	608	0.0399286
72906	72954	49	-1.00216
72955	73015	61	0.951803
73016	73062	47	-1.03378
73063	73463	401	-0.0109052
73464	73496	33	1.01488
73497	73555	59	-1.00085
73556	73615	60	0.996434
73616	73626	11	-1.13921
73627	74270	644	-0.0102471
74271	74310	40	0.976556
74311	74708	398	0.00990014
74709	74727	19	-1.01729
74728	74785	58	0.998294
74786	74842	57	-0.983845
74843	74899	57	0.991918
74900	74957	58	-0.942547
74958	75014	57	1.07133
75015	75071	57	-1.09796
75072	75117	46	0.94105
75118	75819	702	0.0165887
75820	75860	41	-1.08935
75861	75916	56	0.955907
75917	75972	56	-0.977982
75973	76027	55	0.930941
76028	76083	56	-0.881967
76084	76128	45	0.976601
76129	76529	401	-0.00552488
76530	76578	49	0.934742
76579	76633	55	-1.18373
76634	76687	54	0.99816
76688	76742	55	-0.981261
76743	76796	54	1.04823
76797	76851	55	-1.01777
76852	76905	54	0.947158
76906	76959	54	-1.01934
76960	77013	54	1.04131
77014	77046	33	-1.00655
77047	77447	401	0.00792194
77448	77496	49	-1.02712
77497	77549	53	0.925035
77550	77603	54	-0.9785
77604	77656	53	0.862126
77657	77709	53	-1.08228
77710	77762	53	0.939862
77763	77815	53	-0.992646
77816	77837	22	1.01123
77838	78238	401	-0.0120294
78239	78287	49	1.04661
78288	79439	1152	0.016251
79440	79471	32	-1.09376
79472	79522	51	0.99015
79523	79572	50	-1.12238
79573	79623	51	1.03214
79624	79673	50	-1.01346
79674	79724	51	0.936524
79725	79774	50	-1.1168
79775	79824	50	0.969172
79825	79874	50	-0.95826
79875	79924	50	0.920269
79925	80000	76	0.00656098
